@relation random10K
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@data
49.1526,3601.95,46.0991,0.807726,115.303,55.2602,97.7285,120.191,1433.87,13.9084
54.9204,9839.17,84.4475,2.72593,123.174,58.3535,98.33,123.822,1217.97,16.5755
31.3881,2896.53,76.435,1.03406,33.7889,90.1339,98.1375,120.43,1735.03,17.1622
56.6412,3669.1,85.4548,3.21173,43.3892,82.3455,97.0045,123.044,1618.74,16.8167
83.214,3398,60.4415,2.62885,111.206,73.2089,98.7565,122.575,1137.27,14.7773
37.7693,4856.82,41.746,3.41414,68.4669,72.9532,98.7246,120.186,1453.19,17.784
81.1628,2270.25,5.53703,2.57452,113.555,59.0226,97.8108,124.366,1659.31,14.345
65.6578,6956.09,40.9022,1.07624,45.3957,58.9547,98.3967,120.704,1564.05,13.2137
60.5859,9000.31,40.3447,3.23569,103.332,85.8917,97.8247,123.21,1698.37,13.3932
60.7566,7034.16,13.9391,2.03604,44.4603,90.6954,98.3917,123.298,1643.63,16.331
91.8585,4824.19,20.7215,1.54782,69.5851,67.2344,98.0632,120.884,1377.86,14.7738
44.8679,2118.43,20.3598,2.51535,112.324,89.8183,97.9326,121.362,1392.47,15.188
53.6546,2254.77,94.454,2.01174,69.4456,58.9139,97.8152,120.865,1707.57,14.5073
80.9757,8330.12,59.382,3.40872,24.2736,51.638,97.6801,123.027,1059.46,18.5075
93.0752,5774.91,88.9447,0.915218,24.6219,82.8811,97.0443,122.716,865.134,16.6877
93.5555,5224.46,63.182,3.40561,110.114,53.441,97.2998,121.239,1096.71,13.3449
64.9383,2199.5,81.3875,1.01009,119.919,88.5953,97.3721,121.339,1328.07,15.6731
43.0068,5433.15,87.5637,1.05559,72.0989,91.7517,98.8226,122.615,1337.63,18.8585
39.6361,5564.52,39.1527,3.05238,54.9126,57.6702,98.8156,122.487,1267.67,14.227
68.8382,9734.35,25.6491,1.91074,23.8576,54.9203,97.6524,121.281,1225.18,18.1256
79.1201,6887.9,30.5073,2.55727,97.706,82.5091,98.2269,123.204,1107.34,13.9064
73.2054,5559.95,58.6976,3.69008,41.6614,89.5393,97.4329,120.685,1241.42,17.1049
53.8981,9970.01,63.5846,2.41251,60.7812,79.7283,98.4562,123.63,1777.3,13.9197
70.6213,7432.13,73.7849,3.29116,49.388,69.727,98.296,124.558,934.596,18.7321
34.384,8014.52,41.0312,2.6778,99.8331,75.6965,98.2067,124.825,1566.37,13.2686
75.4389,2862.17,8.6912,1.6002,92.0039,67.3972,97.0423,122.034,966.878,18.9908
69.2007,7977.46,65.9734,1.67286,84.421,90.9259,98.6362,121.295,1687.14,18.7161
44.999,9598.16,68.4042,2.54386,84.2122,67.9321,97.4882,121.062,1217.98,13.0627
47.9999,2536.87,15.6404,1.59446,57.1238,83.0606,98.478,121.942,1003.55,18.4353
57.0764,8108.49,63.7755,0.892864,25.8389,59.6144,97.0798,124.53,1322.88,18.5621
90.1023,7897.23,83.911,2.38929,55.3985,69.3763,97.0322,122.979,1498.21,15.6045
72.4419,9642.77,50.1069,2.87362,44.3922,86.208,98.0427,124.963,1056.71,17.3495
92.8866,7148.09,48.9637,2.35432,95.2736,73.3587,98.6308,123.738,1282.26,15.0297
77.2287,4726.92,11.7894,2.35445,117.244,66.7973,97.0746,124.6,823.068,17.4131
54.7895,7035.05,67.1776,3.26597,55.6391,89.552,98.4474,124.376,1736.86,18.8824
72.0151,8681.95,61.1515,0.966106,59.3086,62.595,98.3301,121.01,879.381,13.8838
67.826,8032.61,48.9345,2.54743,50.2227,65.2533,97.086,121.714,1112.18,13.3965
35.487,7330.51,67.5923,3.00774,74.4233,50.1732,98.4272,121.227,1724.68,16.9028
45.8003,6199.19,48.7147,3.24887,84.7233,86.3857,97.3627,121.393,874.49,14.5643
59.8153,6918.89,6.33078,3.44228,41.8352,62.0952,97.6124,121.368,1463.22,16.7104
53.7846,7932.81,30.6235,0.805751,73.215,83.4791,97.1693,121.122,851.668,13.0559
91.2453,4219.09,53.08,1.78195,30.2252,54.5042,97.4661,121.542,1226.46,14.8453
69.8335,8819.14,88.0165,2.45151,101.846,54.7354,98.8084,120.364,1226.77,16.4044
78.3765,8132.39,32.81,3.62739,105.802,84.0734,98.5643,124.432,844.308,18.0029
92.7035,9353.93,15.0076,1.98996,47.3479,58.4811,98.1556,122.565,1346.55,13.0256
87.4343,2924.76,82.0997,2.92869,94.3363,75.4185,98.7919,123.018,1495.85,14.9364
41.9709,5095.53,13.0361,2.14004,56.6269,87.2079,97.5997,120.724,1577.53,15.065
98.5083,7386.35,28.7069,0.969654,27.5674,71.9053,97.6562,123.405,856.248,18.2478
77.9753,9013.91,94.1209,2.32607,85.3989,78.3452,97.3303,122.578,1093.28,18.1661
88.6842,5714.31,27.3167,3.48291,121.762,74.871,98.6375,121.221,1555.58,16.5775
71.1833,7874.19,29.2595,3.25523,108.306,64.4046,97.7901,120.761,853.922,15.7078
31.882,7914.27,34.523,0.751352,47.5065,89.6973,98.4136,122.232,1263.27,13.0003
51.5252,4412.94,46.7911,2.3664,41.6765,65.9805,97.3323,120.24,1452.81,18.5305
75.0966,3929.16,64.0426,3.44136,26.4035,69.1282,97.5732,122.44,1432.44,15.0432
95.746,7274.58,12.1841,1.50179,91.7612,63.8898,97.4299,121.916,1607.61,17.0692
56.8293,2920.93,93.1836,3.24286,91.1053,57.1992,97.5125,124.184,1057.05,18.4545
83.0957,9210.31,18.5201,1.94361,107.289,58.6969,98.7895,120.508,1531.05,16.163
60.9564,7362.2,21.7835,2.26617,121.004,85.9686,98.7664,120.762,1046.14,17.1448
88.1466,7035.34,77.5326,3.13145,69.4284,68.9661,97.0391,123.667,1113.26,14.6597
74.967,2574.12,21.0108,3.07783,70.466,91.6909,97.0714,121.905,894.668,17.6006
93.5733,6295.22,44.3337,0.984022,22.6035,64.4814,98.9152,124.711,1327.04,14.2224
74.3066,4861.67,79.9841,2.01661,34.8375,61.6486,98.8307,120.939,843.503,14.3718
62.505,7487.11,32.0353,2.62677,69.5917,82.6146,98.2705,122.571,967.725,17.3794
49.6688,2607.32,29.012,2.85407,35.106,62.3334,97.1852,120.641,1067.91,16.7179
53.2348,9206.87,92.9617,1.19525,54.0495,54.4039,97.9506,121.275,1133.29,16.1127
63.8608,8381.19,23.4203,3.05235,65.2692,78.0593,98.1416,120.376,997.384,17.4312
86.3522,5826.93,78.3007,0.915491,37.9956,91.3418,97.7952,121.445,913.228,16.993
93.6044,5561.23,55.9721,3.35796,84.3464,87.8677,97.0631,120.428,961.183,15.1889
72.3007,7159.27,19.6223,3.1269,64.0508,74.5044,97.9843,124.999,1477.51,17.1371
81.6863,5860.3,20.1094,2.35848,78.0892,64.0279,98.0757,124.76,1453.26,16.9066
73.2219,6495.17,13.6626,1.25144,66.1628,79.0854,97.1798,122.397,1592,14.5065
89.0963,5170.38,85.639,0.720108,38.9894,62.3006,98.2182,123.487,1124.85,14.7195
57.0837,2505.82,74.2208,2.36438,84.9982,62.2335,98.8381,120.77,1075.45,16.434
86.3517,9143.21,17.0799,3.40383,24.5919,73.6126,98.2155,120.833,861.515,15.3986
59.2383,9245.99,76.6456,1.64104,118.195,48.0583,98.2774,122.608,1498.72,18.7813
86.5677,2685.03,7.40953,2.43169,87.7271,76.2844,98.8014,122.797,1596.75,14.057
39.2267,6814.22,11.2158,1.49809,72.3419,54.4142,98.6963,120.554,1112.39,18.4579
65.7406,7840.63,78.3859,1.61993,20.9009,80.0254,97.6159,123.412,1049.38,13.0401
75.2197,2459.9,13.3083,2.71831,87.0884,80.2403,97.6312,122.677,1092.22,13.6741
79.812,5392.23,69.2715,3.042,93.2866,57.5559,98.8529,122.691,1128,14.433
61.3491,8708.61,92.202,1.48973,32.2643,48.5574,98.9822,122.266,1495.12,14.4428
62.1908,4728.93,31.8162,2.35655,17.5552,89.0378,97.5698,121.647,1268.11,16.4628
60.9283,3437.71,5.10484,1.16788,123.562,78.4139,97.7463,124.434,1029.42,17.2068
38.7957,7418.1,53.5741,0.983692,121.337,78.1369,97.2145,124.658,938.114,17.8141
42.0448,6783.86,17.9122,2.11008,32.8185,54.9236,97.8054,122.175,1286.84,18.2249
30.8554,9429.36,9.54767,0.740153,25.4787,48.48,98.4092,122.289,1697.73,18.6042
41.1237,2187.06,60.016,2.79587,29.21,72.279,97.7671,121.126,1283.39,16.13
31.9272,7243.69,15.7684,1.213,30.0547,59.8718,97.6567,122.641,1504.9,17.8912
57.9305,7736.93,71.9477,2.04861,97.816,84.4538,97.9209,122.176,1086.27,15.1491
55.8395,5561.41,39.3402,3.64128,32.1055,69.9782,98.0644,122.637,1524.68,13.0937
33.4312,8017.73,65.3966,1.206,119.4,83.0487,97.877,121.258,1124.75,13.8603
34.6737,7790.08,82.4443,3.13189,35.4094,74.0037,98.2783,123.169,826.101,18.5524
99.4343,5161.9,38.3513,1.82043,58.0742,70.6322,98.746,124.539,841.72,16.586
94.6446,2725.9,36.4893,2.4837,45.0531,60.0163,97.7823,123.489,1324.67,17.2953
88.8881,6731.51,44.5678,2.80525,61.0318,74.9694,97.5855,120.206,1046.68,14.9131
97.6612,3908.81,69.2674,1.71148,84.5527,51.9487,98.7031,122.425,1797.63,18.3595
35.7906,9368.96,93.5586,1.99781,73.757,58.7091,98.4114,124.534,1741.27,14.3822
73.5888,8260.23,78.9631,0.887019,70.2393,57.8508,98.3506,123.885,1065.08,18.5318
36.7107,3853.33,19.4508,3.12985,79.7084,81.9963,98.7994,122.102,1057.7,18.3839
51.952,4723.39,78.6595,1.59275,102.579,62.7015,98.0819,122.394,1040.94,15.8934
79.6371,8909.12,28.8293,2.29274,119.71,80.9582,98.5096,123.006,1326.07,13.1192
66.6255,6975.52,27.6385,2.75136,64.3715,84.096,97.9129,121.658,1040.72,17.2848
46.0231,6434.53,9.90968,0.842018,111.413,84.4135,97.7629,121.964,1106.31,16.7344
91.2579,2123.26,48.7442,1.11965,77.188,66.1291,98.7779,121.506,813.284,15.49
52.4693,6292.05,8.32505,2.41759,40.6728,68.6287,97.7858,123.384,1600.42,16.8017
57.3595,2234.53,21.9133,2.0362,24.5854,49.7523,97.546,122.291,1232.7,16.4757
35.6369,4462.49,58.5226,2.39972,66.1418,54.2047,98.9572,121.683,1242.13,18.9513
82.6143,8104.98,52.5552,3.06574,53.593,80.9421,97.5148,123.643,1225.4,13.347
55.3508,8530.03,12.843,2.35024,45.3054,55.2072,98.1798,122.673,1421.92,13.1356
37.9746,7619.59,34.7373,2.82585,46.1305,82.2368,98.6993,121.238,914.738,14.7506
46.7655,8930.97,9.94008,3.00369,89.3544,65.1838,98.0332,124.562,919.086,18.6519
97.9133,5849.92,73.2415,0.872001,19.5078,48.8753,97.4423,123.106,1354.53,18.0583
75.0681,7347.62,54.0952,3.62273,58.2318,83.8391,98.5047,121.134,862.146,18.2025
66.2929,4413.22,71.0116,2.42008,23.7896,65.0901,98.9278,122.931,1100.77,13.4979
66.9681,4167.71,55.7805,1.55906,52.7693,74.2041,97.6125,122.747,1016.77,18.1647
57.4739,8884.83,52.6306,3.51396,109.503,87.8771,98.505,122.936,933.002,17.8879
61.8004,7211.78,15.4679,1.26326,41.1813,56.1778,98.1523,120.944,1571.99,18.2616
49.0206,4400.85,18.3113,3.20785,81.6835,68.9528,97.863,124.464,825.631,16.8896
82.7439,5344.92,50.7989,1.54814,55.8833,63.1239,97.378,120.543,1730.92,14.9321
94.6287,5081.74,92.6138,0.818729,80.1728,56.7261,97.4509,120.746,1187.06,18.9846
31.8254,7270.23,31.7779,1.22194,71.4097,86.8957,98.3004,124.631,1576.7,17.0549
70.2152,6241.47,13.4534,0.950137,107.045,67.8012,97.8542,120.01,1358.64,15.1482
52.6746,5855.24,71.892,1.59223,74.4059,61.9135,97.9915,123.735,1265.35,18.2967
82.1041,5931.44,53.7408,0.825628,90.5261,49.597,98.8517,121.578,1762.52,17.2154
99.3983,6296.21,25.9477,0.955996,85.4854,50.0086,98.0707,120.238,847.559,13.564
58.3876,4971.86,56.8312,1.14634,90.916,52.2849,97.93,120.823,1644.3,18.5821
33.3187,6709.15,42.9603,2.46692,86.6182,51.8365,98.2505,122.782,1202.78,16.5268
48.127,5153.52,16.2336,2.17513,69.7064,80.7898,98.0747,120.074,1592.73,16.5095
37.6215,3586.15,91.0761,2.75434,54.8696,75.5129,98.5643,124.06,1589.92,16.7588
81.9678,8698.61,24.3597,1.19254,63.7456,85.2076,97.5027,120.258,1202.02,16.9249
74.7553,7287.78,9.35113,2.99254,33.1003,71.2262,98.0188,123.45,1342.75,14.8128
49.2471,7213.02,50.0362,1.39408,53.6777,85.2879,98.7133,120.593,1459.5,16.8794
82.1525,5215.18,48.5506,3.58043,79.4005,88.0486,98.6115,124.087,1761.76,14.2467
63.0122,6809.01,83.1882,2.25985,56.9142,48.9433,97.0956,124.374,1511.48,16.5434
42.3789,9891.5,26.7973,2.73173,40.3932,73.4584,98.0494,120.372,1497.17,14.1052
80.4713,5537.65,57.7484,1.31474,61.0631,54.6955,97.2302,121.041,1769.62,13.4613
59.1134,5529.76,66.0201,1.55399,123.651,49.9055,97.6122,120.045,1718.01,13.1055
71.9686,2758.85,5.3619,3.22523,102.475,57.76,97.8407,121.484,1096.27,13.7051
63.6696,2138.28,55.375,0.901262,40.8863,90.3311,97.4385,121.687,970.191,14.1332
58.9929,6688.77,61.7085,0.976556,113.525,74.0156,97.271,120.884,1400.25,13.321
43.6113,3598.43,18.3525,1.2954,20.6534,88.5003,97.8406,122.309,1017.26,17.2993
70.5585,7586.02,71.0453,1.11739,101.718,90.0656,97.2024,124.923,1093.35,14.6284
42.143,7660.24,82.1739,3.1107,105.568,80.0429,97.7897,124.676,1705.11,18.9705
99.2099,2796.46,22.5397,1.11122,49.3788,58.4031,97.1151,123.592,1498.33,14.6488
60.4404,4221.87,92.5742,1.2061,62.6887,80.4891,97.2495,122.59,1522.99,15.5085
85.2619,9171.65,16.305,2.64083,94.4025,88.7144,97.7504,120.474,1660.53,14.6818
36.2955,8793.97,39.1875,1.55446,126.468,77.827,98.0425,120.219,1196.2,14.3175
52.3054,8648.47,49.7583,1.57509,127.973,88.2238,97.0602,120.622,1232.24,17.5184
67.9803,3773.59,63.4572,2.70456,113.288,63.3801,98.187,121.219,1244.4,15.7243
66.6897,6274.69,32.2963,3.412,107.746,60.7429,98.1638,121.702,1133.47,18.8685
69.1995,7216.91,77.8227,0.871921,121.707,83.5916,98.943,124.869,1733.39,15.4224
80.8871,5807.75,61.2882,1.82945,32.1454,69.7389,98.4521,123.688,1537.9,14.0226
43.4201,4096.32,68.429,2.18502,34.5964,71.0527,98.5692,123.74,1664.34,13.7085
80.8205,5394.64,74.3179,2.30544,69.9433,79.4163,97.6881,122.266,1487.9,14.6646
89.9793,5318.86,72.8068,2.14681,104.63,87.4929,98.9527,122.587,1435.23,17.2854
78.1462,8615.59,92.8652,1.87771,52.0592,54.262,98.833,120.533,1690.24,17.685
45.7263,6930,23.4644,3.68458,32.9565,78.219,98.4177,122.477,939.917,15.3806
84.1019,9974.11,78.0461,2.27888,69.652,74.5304,97.8477,122.277,920.336,13.3546
41.8729,8465.11,84.7437,1.13768,38.4794,57.152,97.5764,120.586,1114.58,14.0707
92.8623,6313.9,76.5235,1.00958,75.8189,89.6285,98.58,121.215,1241.55,18.5794
74.7811,3715.45,88.4004,2.05406,98.9611,65.8511,97.1086,120.823,1661.08,14.0479
45.6572,2245.55,93.4515,1.02915,35.7777,56.0741,97.6354,122.324,1100.71,16.7937
75.0278,3589.91,20.4376,2.01388,49.8164,79.0475,97.7681,120.46,1748.59,17.9536
31.528,6706.57,8.60348,3.5455,20.4437,82.3536,97.7084,120.47,1745.35,14.2917
48.8055,3352.16,27.138,1.45433,47.2186,66.5928,97.8699,122.982,1687.36,17.4139
46.0121,6244.94,89.0952,1.90082,124.481,58.3982,97.2118,121.763,1128.24,13.3269
42.4772,4800.58,62.853,1.35485,49.4399,78.0294,98.9981,123.264,1576.48,18.6664
90.7643,2361.04,15.2072,1.04212,49.2163,65.2546,98.0732,123.658,1788.6,15.5438
62.7022,3738.78,90.9125,1.90469,85.1734,88.619,98.2758,123.618,1075.8,18.7968
84.4605,5632.35,33.4583,1.96245,91.3007,75.0501,97.2066,123.357,1067.55,18.2787
73.1038,3084.89,88.2423,2.88754,43.9608,57.7455,97.2427,123.931,1753.01,13.6596
44.7154,5361.48,34.4555,1.19441,108.036,89.5757,97.1759,122.298,1468.42,15.1826
59.8037,5571.42,78.6023,2.92591,113.131,69.5658,97.7135,124.853,961.506,16.7458
89.5233,8218.19,73.3916,3.02574,72.723,48.4205,98.9935,123.139,1595.81,18.6985
81.6406,2048.23,38.2939,0.895018,35.1331,56.434,97.0198,121.294,1451.32,17.07
73.5788,2616.69,16.228,2.02107,107.734,91.648,98.861,120.879,1762.55,13.552
86.0068,8503.06,83.234,2.38001,81.8706,64.5318,98.1391,122.924,803.509,15.1922
67.4231,7929.86,38.4258,3.41364,106.299,71.8581,97.1925,124.081,1601.02,17.4853
64.6132,5388.61,79.2171,2.55769,112.761,76.3224,98.2225,123.972,1619.49,16.4427
92.049,6956.74,39.7996,2.96704,36.1148,90.8909,97.2628,123.746,1359.66,13.8095
38.0168,2754.2,83.8529,2.15777,127.868,78.0248,97.0563,120.475,1298.53,17.9751
88.9822,9944.03,27.7478,2.70171,84.5702,53.1342,97.6219,121.117,1711.11,13.7825
85.8071,8380.18,72.5014,1.25172,77.9587,88.9029,97.3174,123.423,1478.77,17.3102
87.3662,8346.35,78.1371,2.78698,47.2724,83.7042,97.7561,121.537,1706.51,18.2594
39.5583,7992.92,83.2617,1.8679,62.6314,69.1995,98.012,123.636,1505.27,15.5026
90.0393,6020.13,24.3157,2.52316,92.8794,81.7841,98.0747,124.226,1252.43,14.2966
69.4437,4175.54,5.8453,1.82835,124.372,60.6988,97.3751,121.728,1395.98,13.5645
45.5551,7860.23,80.8881,0.97537,29.645,59.4203,98.1472,123.139,1786.83,14.6732
33.144,8756.3,75.3248,1.4786,66.6528,68.5836,97.0547,124.948,1112.93,15.8787
44.398,9011.3,72.6551,1.34523,44.2832,79.6504,98.0074,122.201,864.972,13.598
67.3932,4297.5,79.8978,1.83217,58.4455,89.9773,98.2739,124.763,1381.85,16.7427
46.2012,7014.1,47.1482,0.738494,115.265,88.5051,97.9613,124.568,1710.16,17.7614
57.5401,2926.75,65.2987,1.13546,53.0632,88.5906,98.729,124.173,1162.62,18.5767
95.3995,9174.45,24.4975,2.99943,46.71,74.2071,98.441,124.556,1348.19,14.8141
67.444,8237.09,88.6203,0.70968,104.756,83.878,98.8476,121.366,1529.06,18.0037
34.6677,2979.92,90.4817,2.91,45.976,60.3516,98.3184,120.661,915.328,13.1308
34.3101,2396.86,87.6745,1.53463,107.401,56.4833,98.7477,122.683,903.94,15.5321
88.726,7110.83,23.149,3.00417,87.913,91.7414,98.1669,122.829,1067.23,14.8752
57.9881,4671.31,44.1515,1.74888,23.9051,78.917,98.2607,123.649,1634.78,17.474
82.6093,9170.83,76.5752,2.7105,35.5513,74.9001,98.7259,120.242,947.955,18.8015
62.9288,9895.18,59.5186,2.7162,100.555,58.9051,98.3324,121.692,1613.72,18.6005
75.5665,3708.4,29.0604,0.957901,79.0758,62.8684,98.5773,120.968,867.681,16.7404
95.7437,8553.94,51.7786,2.90343,70.8138,78.5504,97.6917,121.762,1542.72,15.9628
52.35,3705.06,48.2624,3.47515,115.142,58.3686,97.3458,122.757,1374.07,18.9197
63.937,3800.18,23.0146,2.95646,50.8308,81.5869,97.1801,120.498,1756.86,13.9465
80.6117,9168.45,92.9294,1.42836,86.6196,68.5217,98.8742,124.882,1618.78,17.079
62.9118,3104.53,85.367,3.55259,23.0689,82.2393,97.373,121.18,1129.56,17.5635
45.5833,8514.97,93.7046,1.96834,79.4506,61.0502,97.3722,123.283,1196.21,13.8579
87.0041,2953.89,8.51327,3.07401,56.5466,77.461,97.5155,121.496,1445.94,13.4591
98.5281,2928.89,24.3126,3.31582,23.5011,60.2188,98.3002,121.267,1313.71,18.878
30.9849,7890.61,76.463,3.69903,33.8199,63.8645,97.5925,121.726,817.15,17.1549
64.1744,8651.95,78.0549,2.28173,85.7571,55.6447,97.3936,124.403,1272.88,18.0565
96.9963,5614.84,91.2978,1.21502,52.265,49.1369,97.8987,124.87,1079.32,18.7785
96.7495,4347.14,67.9466,2.94279,48.8237,85.7746,97.2163,122.947,1003.74,13.7518
49.7277,7535.56,91.1119,0.980636,40.549,73.5037,97.5346,122.08,1260.2,17.441
48.1127,5338.33,22.2824,1.35285,81.9641,70.6962,97.4869,120.192,1289.72,16.1367
30.0994,5546.29,78.4554,2.80248,37.3791,52.8065,98.1187,121.495,1498.58,17.5785
59.704,9843.24,45.9521,1.84343,24.2824,77.6653,98.9215,121.706,890.21,15.5258
35.6988,4791.7,80.4438,1.52032,79.4569,66.7981,98.5785,124.05,1265.57,14.6739
53.2968,5735.91,70.0044,1.14695,34.7953,88.1788,97.5164,123.636,1012.19,18.7408
64.3163,7092.3,89.3486,3.53577,17.9801,48.4909,98.2389,124.892,1152.4,17.2581
57.9597,5470.46,10.2777,1.41307,95.2116,75.5097,98.3298,122.483,1235.25,13.7829
84.2843,8144.52,58.7728,2.19328,118.709,81.6728,97.8218,120.876,1292.45,16.7387
39.245,9861.43,28.3683,0.907833,119.929,60.2024,97.1609,122.737,1055.78,15.597
47.9958,7241.63,82.9973,1.64717,116.004,73.2509,98.8819,122.789,870.39,15.2572
78.1807,8767.05,17.9838,1.55731,54.4879,50.6977,97.1021,123.773,1036.58,16.261
56.4368,4949.22,52.3567,2.61195,65.0482,67.9813,98.8293,122.592,801.525,14.0225
96.5835,4068.86,79.3064,3.15349,80.3251,79.6148,97.7834,122.576,1076.33,15.7726
92.4032,9716.98,32.7186,0.807213,44.0442,76.6716,97.1941,121.507,1206.18,15.0018
89.1474,8270.83,68.2055,1.81345,63.1711,54.1694,98.6505,121.679,1458.58,17.9608
65.4366,6878.17,12.6862,1.69559,63.8914,77.0283,97.1008,124.097,975.009,14.9603
49.6993,2531.86,31.2199,2.46821,27.4487,71.836,97.4821,120.996,1643.18,16.8833
67.303,7505.17,43.7961,1.40555,22.6411,85.4985,97.7508,124.423,988.054,13.2038
79.7952,7554.33,62.9371,3.09029,18.9294,51.1393,97.913,120.383,1690.66,16.789
58.2272,3376.65,67.8189,2.78373,101.286,83.2091,97.4726,120.013,1799.48,13.4769
75.481,6259.02,74.0869,0.942391,101.967,84.3848,98.8661,120.715,1511.49,13.7265
42.3853,5382.83,78.3843,3.16204,40.597,85.0276,98.7841,123.381,1718.07,17.6961
51.5332,4570.55,90.9292,0.716814,17.7804,79.5151,98.6116,121.261,1518.77,17.8317
53.2181,4947.96,35.39,0.997957,66.3207,52.63,98.8525,121.912,1048.19,16.8264
65.2392,5400.96,10.4534,1.65639,43.5295,60.3292,97.3207,120.689,1756.32,13.4704
94.4359,4111.52,40.9753,3.32584,46.1889,66.2873,98.1831,120.377,1467.82,14.8618
91.6452,9996.07,66.0916,1.35494,27.0687,53.6358,97.6471,120.125,1310.42,16.4304
76.397,2110.66,94.7162,2.87022,53.2546,58.6764,97.0072,122.465,1180.47,18.7596
69.996,4407.86,25.149,3.61329,35.7414,69.7106,97.7734,123.839,1368.78,13.3272
35.4667,5595.39,9.86433,2.97067,90.7864,54.7265,98.77,124.956,977.951,15.3724
69.4102,8726.12,41.8304,2.37955,79.1872,80.6417,98.605,122.839,1034.82,14.0978
66.9409,8449.53,48.5552,2.95482,103.056,77.0492,97.4901,120.82,1228.01,17.8828
45.2981,6048.81,28.6907,1.51778,45.455,88.9625,97.8509,120.74,1722.24,16.6205
68.0354,5881.96,44.9765,3.55777,21.0506,48.3676,98.3889,124.238,1376.14,18.5756
32.1388,2830.97,71.1913,2.2435,111.813,70.5608,97.3494,120.503,1476.75,16.6163
94.0017,9162.37,14.7935,1.23262,34.8035,64.3595,97.217,122.967,1319.78,13.1845
43.7744,2505.13,51.4396,2.62288,17.7618,72.688,98.2986,123.551,1208.68,14.3528
74.761,5513.87,34.6398,1.82471,122.818,56.1315,98.7753,120.642,1085.31,16.3864
81.1813,3596.97,46.3726,3.21993,58.2422,75.6137,97.4236,122.428,1020.94,17.3894
66.1493,5341.75,76.5234,0.797243,22.5721,83.6591,98.187,123.54,1320.61,13.0131
95.3419,3280.43,44.7277,1.48836,75.915,65.3868,97.8952,122.113,1323.6,17.3974
99.0902,4038.09,88.9276,2.0401,26.6108,61.6264,97.1486,121.533,1595.36,14.7714
32.6662,4494.24,69.1651,3.19838,54.5498,81.9515,98.2865,124.688,1279.62,13.983
95.7918,5304.62,34.1501,1.8439,91.6969,85.7892,98.5529,120.617,1081.45,14.8003
89.9457,4147.61,54.9335,3.06669,96.0969,76.5804,97.1972,123.947,1756.08,18.3637
35.9263,9953.35,23.5155,3.09282,108.62,72.1966,98.1385,122.351,1287.62,13.2931
74.3817,5420.03,46.5739,3.57374,106.586,54.0631,98.6335,122.926,1061.26,13.5892
91.9721,2941,37.9994,2.0204,117.53,51.5997,97.1794,120.026,1671.25,13.2746
92.9339,9647.26,8.59436,1.01435,100.394,86.1436,98.3094,121.614,1137.09,13.854
56.0121,9768.9,56.2848,3.2006,120.051,64.66,98.9427,123.729,1763.9,14.3955
89.0796,8793.7,36.5191,1.33196,48.4066,59.2963,97.5849,121.895,1061.84,13.9823
59.736,3287.19,15.7655,2.09421,45.7564,86.4178,97.6633,124.602,995.879,17.0123
34.3901,6539.84,62.5853,2.59764,60.9134,73.03,97.0224,121.862,1114.65,18.8505
72.3451,3269.16,79.1862,3.56543,57.3615,53,97.4238,123.309,1292.67,15.8423
87.7831,9339.75,62.1154,3.53527,58.8072,87.6131,98.6364,123.569,1620.69,13.0846
56.7798,9067.22,57.3423,0.767217,73.7862,91.2341,98.1825,122.636,1154.94,18.4355
65.1546,9678.92,10.8109,1.6795,118.481,67.09,97.8803,120.634,895.627,18.5968
72.042,9368.81,81.5246,1.40565,113.013,58.2292,97.271,123.422,1746.33,18.7372
78.896,4631.15,80.5643,1.54028,55.3456,63.6442,97.5254,124.713,1682.68,16.7057
89.3943,5079.11,56.974,3.43916,95.6756,69.6698,97.6938,120.758,1419.38,15.6553
35.9031,3759.84,37.7282,3.50381,66.9819,58.1129,97.3342,122.954,1714.25,13.6805
68.2838,6902.12,44.8074,1.85954,116,82.9186,98.4841,120.778,1536.17,16.7485
84.122,6677.3,5.8671,1.75198,71.7443,79.725,98.6863,124.223,1672.55,15.7752
50.1027,9655.03,66.4265,2.65249,115.846,54.0593,98.7613,120.293,1528.42,17.7695
42.0384,4202.66,41.6915,2.54285,90.1268,61.2239,97.8158,122.02,1256.09,13.8644
32.0059,3834.1,70.585,0.814872,80.9514,57.9633,98.5186,122.115,871.075,16.7912
91.9932,4866.05,57.9868,2.4044,17.0175,69.1299,98.4117,124.449,1338.79,15.6056
77.9269,7686.16,68.8641,0.977059,52.4058,64.3437,97.7858,123.665,1575.36,18.0939
91.3898,8432.12,12.0425,2.51716,110.338,76.9597,98.6643,123.008,881.254,18.4194
46.3439,9734.97,28.534,3.16668,75.9205,59.9053,97.6049,121.204,960.326,18.0475
77.2583,8759.97,54.6813,1.85416,120.983,86.5909,98.5123,121.651,1410,16.1892
42.5463,5896,35.1987,1.47245,26.3845,55.8253,98.8313,124.624,1579.47,18.9815
87.9676,2103.61,91.7405,0.968796,109.54,69.9467,97.7203,120.688,1539.64,16.123
98.521,5318.05,37.8946,2.29266,105.541,61.3252,97.8159,122.778,1433.09,13.1077
